id,ta,kdmk,klpk,klpk_2,kdds,kdds2,jmax,jsisa,id_hari1,id_hari2,id_hari3,id_sesi1,id_sesi2,id_sesi3,id_ruang1,id_ruang2,id_ruang3,jns_jam,open_class
283564,20232,E127101,E12701,,1947,0,1,1,6,0,0,1,0,0,607,0,0,3,1
283563,20232,P34.1108,P34.11,,1678,1524,20,10,4,0,0,30,0,0,0,0,0,2,1
283562,20232,P34.1107,P34.11,,2020,90,20,10,3,0,0,27,0,0,0,0,0,2,1
283561,20232,P34.1106,P34.11,,97,0,20,10,1,0,0,31,0,0,0,0,0,2,1
283560,20232,P34.1105,P34.11,,96,2123,20,10,5,0,0,30,0,0,0,0,0,2,1
283559,20232,P34.1104,P34.11,,2123,52,20,10,4,0,0,27,0,0,0,0,0,2,1
283558,20232,P34.1103,P34.11,,90,69,20,10,3,0,0,30,0,0,0,0,0,2,1
283557,20232,P34.1102,P34.11,,612,0,20,10,2,0,0,31,0,0,0,0,0,2,1
283556,20232,P34.1101,P34.11,,95,96,20,10,1,0,0,27,0,0,0,0,0,2,1
283555,20232,C11.02504,C11.6.1,,24,0,1,1,3,0,0,7,0,0,0,0,0,1,1
283554,20232,E1144009,E11601,,119,0,5,1,6,0,0,1,0,0,607,0,0,3,1
283553,20232,C13.03102,C13.2.1,,1487,0,10,1,2,0,0,14,0,0,547,0,0,1,1
283552,20232,C13.01401,C13.4.1,,1719,0,10,1,1,0,0,17,0,0,109,0,0,1,1
283551,20232,D11.6655,D11.62PR,,1055,0,25,19,5,0,0,27,0,0,674,0,0,1,1
283549,20232,B11.7602,B11.6.INTL,,2240,0,40,29,3,0,0,18,0,0,11,0,0,3,1
283550,20232,B11.7710,B11.6.INTL,,1631,0,40,26,4,0,0,26,0,0,11,0,0,3,1
283547,20232,A17.1B512,A17.B801,,1981,0,5,1,1,2,3,1,1,1,599,599,599,0,1
283548,20232,A17.1B309,A17.B801,,1725,0,5,1,1,2,3,1,1,1,599,599,599,0,1
283546,20232,B11.7703,B11.6.INTL,,2060,0,40,27,1,0,0,18,0,0,11,0,0,3,1
283545,20232,B11.7603,B11.6.INTL,,1918,0,40,25,3,0,0,26,0,0,599,267,0,3,1
283544,20232,B11.7503,B11.6.INTL,,1595,0,40,27,2,0,0,18,0,0,799,0,0,3,1
283543,20232,A16.1A209,A16.A201,,2175,1052,25,1,2,2,0,17,22,0,480,480,0,1,1
283542,20232,B11.7601,B11.6.INTL,,2131,0,40,27,4,0,0,18,0,0,110,0,0,3,1
283541,20232,EF201805,E13801,,85,0,10,1,6,0,0,17,0,0,622,0,0,3,1
283540,20232,E132308,E13801,,2247,0,10,1,6,0,0,16,0,0,622,0,0,3,1
283539,20232,E131304,E13801,,2247,0,10,1,6,0,0,5,0,0,622,0,0,3,1
283538,20232,B11.7407,B11.4.INTL,,6,0,40,17,3,0,0,14,0,0,11,0,0,3,1
283537,20232,B11.7403,B11.4.INTL,,2244,0,40,16,5,0,0,12,0,0,116,0,0,3,1
283536,20232,B11.7601,B11.4.INTL,,0,0,40,0,1,0,0,31,0,0,267,0,0,3,0
283535,20232,B11.7713,B11.7.3,,2063,0,40,20,4,0,0,18,0,0,267,0,0,3,1
283534,20232,B11.7404,B11.4.INTL,,2128,0,40,20,4,0,0,18,0,0,11,0,0,3,1
283533,20232,B11.7406,B11.4.INTL,,1971,0,40,16,1,0,0,12,0,0,45,0,0,3,1
283532,20232,B11.7402,B11.4.INTL,,2134,0,40,17,3,0,0,26,0,0,48,0,0,3,1
283530,20232,B11.7405,B11.4.INTL,,2131,0,40,15,2,0,0,31,0,0,116,0,0,3,1
283531,20232,B11.7401,B11.4.INTL,,1280,0,40,15,2,0,0,18,0,0,11,0,0,3,1
283529,20232,A16.1A705,A16.A601,,1969,0,25,2,5,0,0,2,0,0,433,0,0,1,1
283527,20232,A12.66503,A12.6801,,176,0,1,1,1,0,0,23,0,0,541,0,0,1,1
283528,20232,N201702,A11.46UG,,1191,0,58,54,5,0,0,25,0,0,599,0,0,3,1
283526,20232,A16.1A203,A16.A201,,2175,1524,25,2,2,2,0,17,22,0,480,480,0,1,1
283524,20232,A16.1A606,A16.A601,,2175,24,25,2,2,2,0,17,22,0,480,480,0,1,1
283525,20232,A16.1A607,A16.A601,,2037,0,25,2,4,4,0,17,22,0,521,521,0,0,1
283523,20232,A16.1A208,A16.A201,,1807,0,25,2,3,0,0,26,0,0,468,0,0,1,1
283522,20232,A16.1A403,A16.A401,,1683,0,25,2,3,0,0,18,0,0,27,0,0,1,1
283521,20232,A16.1A406,A16.A401,,1683,0,25,2,5,5,0,7,14,0,470,470,0,1,1
283520,20232,A16.1A402,A16.A401,,2254,44,25,1,4,0,0,30,0,0,27,0,0,1,1
283519,20232,A16.1A401,A16.A401,,2023,61,25,1,1,0,0,18,0,0,479,0,0,1,1
283518,20232,A16.1A404,A16.A401,,2037,0,25,1,4,0,0,12,0,0,475,0,0,1,1
283517,20232,A16.1A604,A16.A601,,2037,0,25,1,3,3,0,7,14,0,483,483,0,1,1
283514,20232,A16.1A207,A16.A201,,1683,0,25,1,3,0,0,17,0,0,27,0,0,1,1
283515,20232,A16.1A204,A16.A201,,2024,1052,25,2,2,0,0,12,0,0,937,0,0,1,1
283516,20232,A16.1A205,A16.A201,,264,293,25,5,4,0,0,18,0,0,425,0,0,1,1
283511,20232,N201706,A11.46MBKM,,912,0,1,1,0,0,0,0,0,0,0,0,0,3,1
283513,20232,A16.1A206,A16.A201,,1969,0,25,3,1,1,0,27,30,0,476,476,0,1,1
283512,20232,C13.01502,C13.61,,1719,0,20,0,0,0,0,0,0,0,0,0,0,1,0
283509,20232,A12.66506,A12.6601,,15,0,35,6,2,0,0,18,0,0,478,0,0,3,1
283510,20232,E1143009,E11601,,1416,0,5,1,1,0,0,118,0,0,607,607,0,3,1
283508,20232,A12.66103,A12.6601,,20,0,35,6,3,0,0,12,0,0,522,0,0,3,1
283507,20232,A18.11801,A18.1201,,1702,0,40,2,7,0,0,0,0,0,599,0,0,3,1
283506,20232,A18.11704,A18.1201,,1197,0,40,2,7,0,0,0,0,0,599,0,0,3,1
283505,20232,A18.11613,A18.1201,,1682,0,40,5,5,0,0,21,0,0,599,0,0,1,1
283504,20232,A18.11612,A18.1201,,2173,0,40,6,3,0,0,17,0,0,599,0,0,1,1
283503,20232,A18.11611,A18.1201,,2461,0,40,6,2,0,0,2,0,0,599,0,0,1,1
283502,20232,A18.11604,A18.1201,,1702,0,40,6,3,0,0,7,0,0,599,0,0,1,1
283501,20232,A18.11602,A18.1201,,2461,0,40,3,4,0,0,26,0,0,599,0,0,1,1
283500,20232,A18.11603,A18.1201,,1702,0,40,10,1,0,0,17,0,0,599,0,0,3,1
283499,20232,A18.11601,A18.1201,,1050,0,40,18,2,0,0,26,0,0,599,0,0,3,1
283498,20232,A18.11504,A18.1201,,81,0,40,11,6,0,0,26,0,0,599,0,0,3,1
283497,20232,U201701,A18.1201,,74,0,40,29,3,0,0,14,0,0,599,0,0,1,1
283496,20232,A18.11502,A18.1201,,1540,0,40,18,1,3,0,24,23,0,599,599,0,3,1
283495,20232,A18.11406,A18.1201,,1539,0,40,14,1,5,0,27,30,0,599,599,0,2,1
283494,20232,A18.11405,A18.1201,,73,0,40,28,5,0,0,2,0,0,599,0,0,1,1
283493,20232,A18.11404,A18.1201,,209,0,40,34,2,0,0,31,0,0,599,0,0,2,1
283492,20232,A18.11403,A18.1201,,64,0,40,39,4,0,0,18,0,0,599,0,0,1,1
283491,20232,A18.11402,A18.1201,,2461,0,40,18,5,0,0,12,0,0,599,0,0,1,1
283490,20232,A18.11401,A18.1201,,1197,0,40,33,2,0,0,18,0,0,599,0,0,1,1
283488,20232,A18.11201,A18.1201,,2461,0,50,37,1,0,0,14,0,0,599,0,0,1,1
283489,20232,N201707,A18.1201,,872,0,40,0,1,0,0,7,0,0,599,0,0,1,0
283487,20232,N2017052,A11.46MBKM,,912,0,1,1,0,0,0,0,0,0,0,0,0,3,1
283466,20232,A18.11205,A18.1201,,1538,0,40,27,4,0,0,12,0,0,599,0,0,1,1
283467,20232,A18.11206,A18.1201,,1003,0,40,19,3,0,0,26,0,0,599,0,0,2,1
283465,20232,A18.11204,A18.1201,,54,120,40,21,3,0,0,30,0,0,599,0,0,2,1
283464,20232,A18.11203,A18.1201,,429,0,40,19,1,4,0,30,30,0,599,599,0,2,1
283463,20232,A18.11202,A18.1201,,766,0,40,27,2,0,0,12,0,0,599,0,0,1,1
283460,20232,A11.64603,A11.44UG1,,1540,0,37,37,1,0,0,18,0,0,424,0,0,3,1
283459,20232,C13.01501,C13.2.2,,2025,1857,20,15,6,0,0,14,0,0,543,0,0,1,1
283458,20232,C13.01501,C13.2.1,,2025,1857,20,14,6,0,0,7,0,0,543,0,0,1,1
283457,20232,B11.7705,B11.8.1K,,2430,0,20,3,6,0,0,18,0,0,754,0,0,3,1
283456,20232,B11.7701,B11.8.1K,,2100,0,20,3,5,0,0,18,0,0,756,0,0,3,1
283449,20232,A15.29709,A15.9801,,2164,0,35,1,8,0,0,25,0,0,599,0,0,3,1
283455,20232,B12.5308,B12.3.1,,1326,0,30,1,3,0,0,17,0,0,23,0,0,3,1
283448,20232,N2017051,F12.D601,,2101,0,40,13,5,0,0,14,0,0,750,0,0,3,1
283447,20232,A11.64802,A11.46MBKM,,912,0,22,17,0,0,0,0,0,0,0,0,0,3,1
283446,20232,A11.64202,A11.46MBKM,,912,0,2,2,0,0,0,0,0,0,0,0,0,3,1
283445,20232,A11.64203,A11.46MBKM,,912,0,1,0,0,0,0,0,0,0,0,0,0,3,1
283444,20232,A11.64407,A11.46MBKM,,912,0,2,2,0,0,0,0,0,0,0,0,0,3,1
283443,20232,N2017051,A11.46MBKM,,912,0,9,9,0,0,0,0,0,0,0,0,0,3,1
283442,20232,A11.64404,A11.46MBKM,,912,0,6,6,0,0,0,0,0,0,0,0,0,3,1
283441,20232,A11.64701,A11.46MBKM,,912,0,65,0,0,0,0,0,0,0,0,0,0,3,1
283440,20232,A11.64703,A11.46MBKM,,912,0,72,61,0,0,0,0,0,0,0,0,0,3,1
283439,20232,E126902,E126MBKM1,,2301,0,1,1,7,0,0,14,0,0,0,0,0,3,1
283438,20232,E125907,E126MBKM1,,2301,0,1,1,7,0,0,19,0,0,0,0,0,3,1
283437,20232,A11.64201,A11.46MBKM,,912,0,12,11,0,0,0,0,0,0,0,0,0,3,1
283436,20232,A11.64401,A11.46MBKM,,912,0,19,19,0,0,0,0,0,0,0,0,0,3,1
283434,20232,A11.64104,A11.46MBKM,,912,0,47,44,0,0,0,0,0,0,0,0,0,3,1
283435,20232,A11.64402,A11.46MBKM,,912,0,18,17,0,0,0,0,0,0,0,0,0,3,1
283433,20232,A11.64609,A11.46MBKM,,912,0,33,27,0,0,0,0,0,0,0,0,0,3,1
283432,20232,A11.64716,A11.46MBKM,,912,0,19,18,0,0,0,0,0,0,0,0,0,3,1
283431,20232,A11.64714,A11.46MBKM,,912,0,24,23,0,0,0,0,0,0,0,0,0,3,1
283430,20232,N201702,A11.46MBKM,,912,0,35,33,0,0,0,0,0,0,0,0,0,3,1
283429,20232,U201701,A11.46MBKM,,912,0,176,173,0,0,0,0,0,0,0,0,0,3,1
283428,20232,A11.64607,A11.46MBKM,,912,0,19,16,0,0,0,0,0,0,0,0,0,3,1
283425,20232,A11.64403,A11.46MBKM,,912,0,20,19,0,0,0,0,0,0,0,0,0,3,1
283426,20232,A11.64710,A11.46MBKM,,912,0,19,19,0,0,0,0,0,0,0,0,0,3,1
283427,20232,A11.64711,A11.46MBKM,,912,0,18,14,0,0,0,0,0,0,0,0,0,3,1
283424,20232,A11.64708,A11.46MBKM,,912,0,51,45,0,0,0,0,0,0,0,0,0,3,1
283423,20232,A11.64610,A11.46MBKM,,912,0,8,8,0,0,0,0,0,0,0,0,0,3,1
283422,20232,A11.64406,A11.46MBKM,,912,0,14,14,0,0,0,0,0,0,0,0,0,3,1
283421,20232,A11.64712,A11.46MBKM,,912,0,55,50,0,0,0,0,0,0,0,0,0,3,1
283418,20232,N201707,A11.46MBKM,,912,0,153,143,0,0,0,0,0,0,0,0,0,3,1
283419,20232,A11.64603,A11.46MBKM,,912,0,94,91,0,0,0,0,0,0,0,0,0,3,1
283420,20232,A11.64602,A11.46MBKM,,912,0,170,157,0,0,0,0,0,0,0,0,0,3,1
283416,20232,A11.64706,A11.46MBKM,,912,0,127,126,0,0,0,0,0,0,0,0,0,3,1
283417,20232,A11.64405,A11.46MBKM,,912,0,36,35,0,0,0,0,0,0,0,0,0,3,1
283415,20232,A11.64707,A11.46MBKM,,912,0,122,120,0,0,0,0,0,0,0,0,0,3,1
283414,20232,A11.64601,A11.46MBKM,,912,0,265,257,0,0,0,0,0,0,0,0,0,3,1
283413,20232,A11.64604,A11.46MBKM,,912,0,104,104,0,0,0,0,0,0,0,0,0,3,1
283412,20232,A11.64205,A11.46MBKM,,912,0,231,230,0,0,0,0,0,0,0,0,0,3,1
283411,20232,A11.64604,,,0,0,97,0,0,0,0,0,0,0,0,0,0,3,0
283410,20232,A11.64204,A11.46MBKM,,912,0,1,1,0,0,0,0,0,0,0,0,0,3,1
283409,20232,D12.1604,D12.62,,1948,0,40,30,4,0,0,1,0,0,668,0,0,1,1
283408,20232,P33008,P33.01.1.1,,16,1595,40,15,4,0,0,78,0,0,727,0,0,2,1
283407,20232,P33007,P33.01.1.1,,1893,100,40,15,3,0,0,78,0,0,727,0,0,2,1
283406,20232,P33006,P33.01.1.1,,1057,12,40,15,2,0,0,78,0,0,727,0,0,2,1
283405,20232,F13.7704,F13.601,,407,0,40,22,5,0,0,26,0,0,599,0,0,3,1
283404,20232,F13.7703,F13.601,,2102,0,40,21,2,0,0,26,0,0,757,0,0,3,1
283402,20232,P33005,P33.01.1.1,,131,36,40,15,1,0,0,78,0,0,799,0,0,2,1
283403,20232,F12.11622,F12.D801,,1193,0,40,21,1,4,0,27,30,0,599,599,0,3,1
283401,20232,F14.27720,F14.E701,,0,0,40,0,2,0,0,30,0,0,0,0,0,3,0
283400,20232,F14.27719,F14.E701,,0,0,40,0,3,0,0,30,0,0,0,0,0,3,0
283399,20232,F14.27718,F14.E701,,2431,0,40,13,5,0,0,30,0,0,757,0,0,3,1
283398,20232,F14.27717,F14.E701,,2431,0,40,13,5,0,0,27,0,0,757,0,0,3,1
283397,20232,AF201702,A11.46MBKM,,912,0,191,190,0,0,0,0,0,0,0,0,0,3,1
283395,20232,F12.11802,F12.D801,,1198,0,40,13,6,0,0,14,0,0,756,0,0,3,1
283394,20232,A12.66802,A12.68KDR,,1198,0,40,1,6,0,0,14,0,0,756,0,0,3,1
283393,20232,A12.66604,A12.66KDR,,2139,0,40,1,2,0,0,14,0,0,757,0,0,3,1
283392,20232,A12.66602,A12.66KDR,,2104,0,40,2,3,0,0,30,0,0,758,0,0,3,1
283391,20232,P3214101,P32.3.1,,16,0,100,77,7,0,0,2,0,0,799,0,0,1,1
283390,20232,A12.66605,A12.64KDR,,2095,0,40,2,5,0,0,18,0,0,758,0,0,3,1
283389,20232,A12.66601,A12.64KDR,,2098,0,40,1,2,0,0,26,0,0,756,0,0,3,1
283387,20232,P31330324,P31342Eks,,38,0,30,12,6,0,0,79,0,0,0,0,0,1,1
283386,20232,P31330324,P31342Reg,,38,65,30,22,2,0,0,78,0,0,0,0,0,2,1
283385,20232,F14.27601,F14.E602,,0,0,40,0,3,1,1,27,27,30,0,0,0,2,0
283384,20232,A11.64802,A11.4805,,21,0,35,33,1,0,0,27,0,0,466,0,0,3,1
283383,20232,A11.64802,A11.4804,,0,0,35,0,3,0,0,17,0,0,476,0,0,3,0
283382,20232,A11.64802,A11.4803,,0,0,35,0,5,0,0,1,0,0,469,0,0,3,0
283381,20232,A11.64802,A11.4802,,0,0,35,0,4,0,0,14,0,0,469,0,0,3,0
283380,20232,A11.64802,A11.4801,,0,0,35,0,2,0,0,1,0,0,467,0,0,3,0
283379,20232,A11.64104,A11.4805,,74,0,35,21,2,0,0,27,0,0,469,0,0,3,1
283378,20232,A11.64104,A11.4804,,21,0,35,20,5,0,0,14,0,0,509,0,0,3,1
283377,20232,A11.64104,A11.4803,,0,0,35,0,3,0,0,50,0,0,509,0,0,3,0
283375,20232,A11.64104,A11.4801,,74,0,35,23,4,0,0,17,0,0,476,0,0,3,1
283376,20232,A11.64104,A11.4802,,0,0,35,0,1,0,0,14,0,0,533,0,0,3,0
283372,20232,P31310202,P31144Reg,,23,0,30,17,3,0,0,78,0,0,0,0,0,2,1
283373,20232,P31310101,P31144Reg,,98,0,30,17,5,0,0,78,0,0,0,0,0,2,1
283374,20232,P31310101,P31144Eks,,1,65,30,19,5,0,0,78,0,0,0,0,0,3,1
283370,20232,P31310102,P31144Eks,,44,109,30,20,6,0,0,26,0,0,0,0,0,3,1
283371,20232,P31310202,P31144Eks,,23,0,30,19,6,0,0,79,0,0,0,0,0,1,1
283368,20232,P31310201,P31144Reg,,26,0,30,18,4,0,0,78,0,0,0,0,0,2,1
283369,20232,P31310201,P31144Eks,,32,0,30,18,6,0,0,12,0,0,0,0,0,1,1
283366,20232,P31320206,P31243Reg,,5,1008,30,13,3,0,0,78,0,0,0,0,0,2,1
283367,20232,P31310102,P31144Reg,,1157,0,30,17,2,0,0,78,0,0,0,0,0,2,1
283365,20232,P31310203,P31243Reg,,1098,0,30,14,1,0,0,78,0,0,0,0,0,2,1
283364,20232,P31310203,P31243Eks,,47,0,30,13,6,0,0,79,0,0,0,0,0,1,1
283362,20232,P31320311,P31243Eks,,61,0,30,13,5,0,0,78,0,0,0,0,0,3,1
283363,20232,P31320206,P31243Eks,,40,0,30,13,6,0,0,80,0,0,0,0,0,1,1
283360,20232,P31320205,P31243Eks,,61,0,30,14,6,0,0,26,0,0,0,0,0,1,1
283361,20232,P31320311,P31243Reg,,128,1099,30,13,5,0,0,78,0,0,0,0,0,2,1
283358,20232,A11.64406,A11.44UG2,,1113,0,20,20,1,0,0,7,0,0,490,0,0,3,1
283359,20232,P31320205,P312Reg43,,1598,1098,30,14,2,0,0,78,0,0,69,0,0,2,1
283357,20232,A11.64406,A11.44UG1,,1113,0,20,19,4,0,0,7,0,0,490,0,0,3,1
283354,20232,A11.64405,A11.44UG2,,1286,0,20,18,2,0,0,26,0,0,434,0,0,3,1
283355,20232,A11.64403,A11.44UG1,,1195,0,37,37,3,5,0,17,17,0,936,29,0,3,1
283353,20232,A11.64405,A11.44UG1,,1157,0,20,19,2,0,0,12,0,0,468,0,0,3,1
283351,20232,A11.64401,A11.44UG1,,47,0,37,37,3,0,0,12,0,0,934,0,0,3,1
283350,20232,A11.64201,A11.44UG2,,2294,0,20,18,5,0,0,12,0,0,935,0,0,3,1
283349,20232,A11.64201,A11.44UG1,,731,0,20,19,5,0,0,12,0,0,424,0,0,3,1
283348,20232,A11.64402,A11.44UG2,,1199,0,20,19,2,0,0,12,0,0,476,0,0,3,1
283347,20232,A11.64402,A11.44UG1,,1199,0,20,19,2,0,0,26,0,0,467,0,0,3,1
283345,20232,A11.64205,A11.44UG1,,146,0,40,37,4,0,0,26,0,0,464,0,0,1,1
283344,20232,K11.01201,K11.203,,2344,0,10,9,4,0,0,4,0,0,0,0,0,1,1
283343,20232,K11.01201,K11.202,,2370,0,10,10,4,0,0,4,0,0,0,0,0,1,1
283342,20232,K11.01203,K11.203,,2367,0,10,9,1,2,3,10,10,10,0,0,0,1,1
283340,20232,C13.07502,C13.61,,1487,0,30,1,0,0,0,0,0,0,0,0,0,3,1
283341,20232,K11.01203,K11.202,,2422,0,10,10,1,2,3,10,10,10,0,0,0,1,1
283339,20232,C13.06503,C13.61,,122,0,30,2,0,0,0,0,0,0,0,0,0,3,1
283338,20232,C13.06502,C13.61,,122,0,30,2,1,3,0,6,6,0,0,0,0,3,1
283337,20232,C13.06501,C13.61,,122,0,30,3,1,3,0,1,1,0,0,0,0,3,1
283336,20232,C13.07501,C13.61,,1487,0,30,2,0,0,0,0,0,0,0,0,0,1,1
283334,20232,C13.13801,C13.8.1,,104,0,100,43,7,0,0,0,0,0,0,0,0,3,1
283333,20232,C12.91818,C12.8.1,,104,0,100,43,7,0,0,0,0,0,0,0,0,3,1
283332,20232,C11.60801,C11.8.1,,104,0,100,69,7,0,0,0,0,0,0,0,0,3,1
283331,20232,P412601,P41.1,,23,0,40,15,7,0,0,18,0,0,0,0,0,1,1
283328,20232,P412301,P41.1,,38,0,30,15,7,0,0,26,0,0,0,0,0,1,1
283329,20232,P412401,P41.1,,47,0,40,27,7,0,0,12,0,0,0,0,0,1,1
283330,20232,P412501,P41.1,,61,0,40,23,7,0,0,2,0,0,0,0,0,1,1
283325,20232,P412215,P41.2,,128,0,30,6,4,0,0,12,0,0,69,0,0,1,1
283326,20232,P412201,P41.2,,1598,0,30,12,5,0,0,12,0,0,69,0,0,1,1
283327,20232,P412206,P41.2,,23,0,30,12,7,0,0,12,0,0,69,0,0,1,1
283324,20232,P412225,P41.2,,47,0,30,6,4,0,0,12,0,0,69,0,0,1,1
283321,20232,P412215,P41.1,,38,0,30,11,4,0,0,18,0,0,69,0,0,1,1
283322,20232,P412201,P41.1,,2074,0,30,24,5,0,0,18,0,0,69,0,0,1,1
283323,20232,P412206,P41.1,,23,0,40,36,7,0,0,18,0,0,0,0,0,1,1
283318,20232,P31330313,P31342Reg,,75,47,30,22,3,0,0,78,0,0,0,0,0,2,1
283319,20232,P31330313,P31342Eks,,23,0,30,12,6,0,0,12,0,0,123,0,0,1,1
283320,20232,P412225,P41.1,,23,0,30,13,4,0,0,18,0,0,69,0,0,1,1
283317,20232,P42.206,P42.2.3,,2,1566,15,4,2,0,0,78,0,0,799,0,0,3,1
283315,20232,P42.206,P42.2.1,,1599,13,15,5,2,0,0,78,0,0,799,0,0,3,1
283316,20232,P42.206,P42.2.2,,1595,35,15,6,2,0,0,78,0,0,799,0,0,3,1
283314,20232,P42.207,P42.2.1,,1371,128,15,15,1,0,0,32,0,0,799,0,0,3,1
283312,20232,P42.411,P42.4.1,,1371,0,9,2,5,0,0,80,0,0,799,0,0,3,1
283313,20232,P42.205,P42.2.1,,1,16,15,15,3,0,0,78,0,0,799,0,0,3,1
283309,20232,N2017051,N5104,,1706,0,50,50,4,0,0,30,0,0,599,0,0,3,1
283311,20232,P42.309,P42.3.1,,1371,0,9,4,4,0,0,80,0,0,799,0,0,3,1
283307,20232,K11.01202,K11.202,,2450,0,10,10,1,2,3,4,4,4,0,0,0,1,1
283308,20232,K11.01202,K11.203,,2386,0,10,9,1,2,3,4,4,4,0,0,0,1,1
283303,20232,U201701,A15.9201A,,0,0,25,0,2,0,0,17,0,0,599,0,0,1,0
283305,20232,N2017051,N5302,,1706,0,50,53,5,0,0,27,0,0,599,0,0,3,1
283306,20232,N2017051,N5103,,1985,0,50,50,4,0,0,30,0,0,599,0,0,3,1
283302,20232,AF201702,A15.9201A,,0,0,25,0,3,0,0,17,0,0,599,0,0,1,0
283301,20232,A15.29201,A15.9201A,,0,0,25,0,5,0,0,18,0,0,599,0,0,1,0
283297,20232,A15.21203,A15.9201A,,0,0,25,0,1,0,0,12,0,0,599,0,0,3,0
283298,20232,A15.21204,A15.9201A,,0,0,25,0,4,0,0,14,0,0,599,0,0,3,0
283299,20232,A15.21205,A15.9201A,,0,0,25,0,5,0,0,14,0,0,599,0,0,1,0
283300,20232,A15.21304,A15.9201A,,0,0,25,0,4,0,0,18,0,0,599,0,0,1,0
283296,20232,A15.21202,A15.9201A,,0,0,25,0,2,0,0,12,0,0,599,0,0,3,0
283295,20232,A15.21201,A15.9201A,,0,0,25,0,3,0,0,12,0,0,599,0,0,3,0
283292,20232,A15.29706,A15.9801,,2164,0,25,1,1,0,0,27,0,0,599,0,0,3,1
283293,20232,A15.29707,A15.9801,,0,0,25,0,6,0,0,18,0,0,599,0,0,1,0
283294,20232,A15.29708,A15.9801,,2164,0,25,2,2,0,0,26,0,0,599,0,0,3,1
283290,20232,N2017051,N5101,,2078,0,50,52,5,0,0,27,0,0,599,0,0,3,1
283291,20232,A15.29705,A15.9801,,1649,0,40,32,6,0,0,26,0,0,599,0,0,3,1
283286,20232,K11.01201,K11.201,,2366,0,10,9,4,0,0,4,0,0,0,0,0,1,1
283287,20232,E125801,E12801,,1773,0,10,7,7,0,0,17,0,0,0,0,0,3,1
283288,20232,E125802,E12801,,1773,0,10,8,7,0,0,9,0,0,0,0,0,3,1
283285,20232,P31330442,P31639Eks,,26,0,10,1,0,0,0,0,0,0,0,0,0,3,1
283284,20232,P31330442,P31639Reg,,40,0,10,3,7,0,0,0,0,0,0,0,0,3,1
283283,20232,P31330442,P31540Eks,,98,0,20,2,7,0,0,0,0,0,0,0,0,3,1
283282,20232,P31330442,P31540Reg,,1098,0,15,13,7,0,0,0,0,0,0,0,0,3,1
283281,20232,P31330442,P31441Eks,,5,0,20,13,7,0,0,0,0,0,0,0,0,3,1
283280,20232,P31330442,P31441Reg,,38,0,20,17,7,0,0,0,0,0,0,0,0,3,1
283279,20232,P31330442,P31342Eks,,23,0,20,13,7,0,0,0,0,0,0,0,0,3,1
283278,20232,P31330442,P31342Reg,,44,0,20,20,7,0,0,0,0,0,0,0,0,3,1
283277,20232,N201706,K11.201,,872,0,30,28,2,0,0,30,0,0,0,0,0,1,1
283276,20232,N201701,K11.201,,1953,0,30,28,5,0,0,19,0,0,0,0,0,1,1
283274,20232,P3232201,P32.34.1.1,,1566,13,40,38,5,0,0,78,0,0,799,0,0,2,1
283275,20232,D11.6703,D11.61AK,,96,0,32,28,5,0,0,17,0,0,674,0,0,1,1
283272,20232,P3232202,P32.33.2.1,,1595,937,30,17,1,0,0,78,0,0,799,0,0,2,1
283273,20232,P3242201,P32.33.2.1,,133,131,20,4,5,0,0,32,0,0,799,0,0,2,1
283270,20232,P3211203,P32.34.1.1,,13,1599,40,38,4,0,0,78,0,0,799,0,0,2,1
283271,20232,P3212201,P32.33.2.1,,35,1971,30,9,5,0,0,78,0,0,799,0,0,2,1
283269,20232,P3212102,P32.33.2.1,,1595,1632,40,30,4,0,0,78,0,0,799,0,0,2,1
283268,20232,P3222203,P32.33.2.1,,46,6,30,9,3,0,0,78,0,0,799,0,0,2,1
283266,20232,P3242203,P32.33.2.1,,46,6,30,4,3,0,0,78,0,0,799,0,0,2,1
283267,20232,P3232203,P32.33.2.1,,46,6,30,17,3,0,0,78,0,0,799,0,0,2,1
283265,20232,P3211205,P32.34.1.1,,35,8,40,38,2,0,0,78,0,0,799,0,0,2,1
283264,20232,P3212101,P32.33.2.1,,16,1371,40,30,2,0,0,78,0,0,799,0,0,2,1
283263,20232,A11.64205,A11.4234,,42,0,40,40,1,0,0,26,0,0,465,0,0,3,1
283261,20232,A11.64201,A11.4234,,0,0,40,0,1,0,0,26,0,0,935,0,0,3,0
283262,20232,A11.64201,A11.4235,,1639,0,40,40,3,0,0,18,0,0,476,0,0,3,1
283260,20232,A11.64201,A11.4236,,731,0,40,14,1,0,0,26,0,0,935,0,0,3,1
283257,20232,P32005,P32.32.3.1,,1,40,40,25,2,0,0,78,0,0,799,0,0,2,1
283258,20232,P32006,P32.34.1.1,,1371,16,40,38,3,0,0,78,0,0,799,0,0,2,1
283259,20232,N2017051,A12.6201,,0,0,25,0,1,0,0,27,0,0,599,0,0,0,0
283256,20232,P3211204,P32.34.1.1,,36,1566,40,39,1,0,0,78,0,0,799,0,0,2,1
283254,20232,P3232205,P32.33.2.1,,1599,13,30,17,5,0,0,78,0,0,799,0,0,2,1
283255,20232,P3242202,P32.33.2.1,,12,1057,30,4,1,0,0,78,0,0,799,0,0,2,1
283253,20232,P3222202,P32.33.2.1,,16,1052,30,9,1,0,0,78,0,0,799,0,0,2,1
