id_krs,kdmk,aksi,id_jadwal,lastUpdate,nim_dinus
4003490,N201701,1,276366,2024-03-22 13:39:53.000,ca74bbaa98d3892717a517a8b75f2f37
4003489,A15.21304,1,276251,2024-03-22 13:38:59.000,ca74bbaa98d3892717a517a8b75f2f37
4003488,B11.7205,1,276568,2024-03-22 13:37:36.000,9e08aeeef2a03a8d84897fac399415af
4003487,A15.29201,1,276355,2024-03-22 13:37:17.000,ca74bbaa98d3892717a517a8b75f2f37
4003486,B11.7203,1,276538,2024-03-22 13:36:52.000,9e08aeeef2a03a8d84897fac399415af
4003485,B11.7201,1,276508,2024-03-22 13:36:17.000,9e08aeeef2a03a8d84897fac399415af
4003484,A15.21204,1,276238,2024-03-22 13:32:52.000,ca74bbaa98d3892717a517a8b75f2f37
4003483,A15.21404,1,276286,2024-03-22 13:30:55.000,ca74bbaa98d3892717a517a8b75f2f37
4003482,A15.21205,1,276242,2024-03-22 13:29:59.000,ca74bbaa98d3892717a517a8b75f2f37
4003481,A15.19516,1,276200,2024-03-22 13:29:11.000,ca74bbaa98d3892717a517a8b75f2f37
4003480,A15.21401,1,276267,2024-03-22 13:27:39.000,ca74bbaa98d3892717a517a8b75f2f37
4003479,A11.64406,1,275499,2024-03-22 11:54:46.000,646d7c8f78c7730b9e108f293038e084
4003478,A11.64406,2,275497,2024-03-22 11:54:31.000,646d7c8f78c7730b9e108f293038e084
4003478,A11.64406,1,275497,2024-03-22 11:52:55.000,646d7c8f78c7730b9e108f293038e084
4003477,A11.64406,2,275493,2024-03-22 11:52:40.000,646d7c8f78c7730b9e108f293038e084
4003477,A11.64406,1,275493,2024-03-22 11:52:36.000,646d7c8f78c7730b9e108f293038e084
4003476,A11.64602,1,275553,2024-03-22 11:52:10.000,646d7c8f78c7730b9e108f293038e084
4003475,A11.64803,1,275655,2024-03-22 11:51:18.000,646d7c8f78c7730b9e108f293038e084
4003474,B12.6604,1,276946,2024-03-22 11:20:18.000,bea8ac43a99687f2a6227d4337f513bf
4003473,U201703,1,277019,2024-03-22 11:19:33.000,bea8ac43a99687f2a6227d4337f513bf
4003472,B12.6603,1,276938,2024-03-22 11:18:19.000,bea8ac43a99687f2a6227d4337f513bf
4003471,B12.6602,1,276934,2024-03-22 11:17:49.000,bea8ac43a99687f2a6227d4337f513bf
4003470,B12.6601,1,276928,2024-03-22 11:17:26.000,bea8ac43a99687f2a6227d4337f513bf
4003469,B12.6203,1,276856,2024-03-22 11:17:03.000,bea8ac43a99687f2a6227d4337f513bf
4003468,B12.6202,1,276853,2024-03-22 11:16:47.000,bea8ac43a99687f2a6227d4337f513bf
4003467,A11.64803,1,275655,2024-03-22 11:14:24.000,9b75bce0f5b3f3c5276a4a39866f2749
4003466,A11.64704,1,275615,2024-03-22 11:14:06.000,9b75bce0f5b3f3c5276a4a39866f2749
3955123,U201701,2,282880,2024-03-22 07:43:13.000,ba2c371869b3ca39a57a558f9f988ada
3954625,N201706,2,281191,2024-03-22 07:43:07.000,ba2c371869b3ca39a57a558f9f988ada
3952093,N2017051,2,282934,2024-03-22 07:43:03.000,ba2c371869b3ca39a57a558f9f988ada
3948904,N201702,2,282896,2024-03-22 07:42:58.000,ba2c371869b3ca39a57a558f9f988ada
3950547,D11.6209,2,282932,2024-03-22 07:42:54.000,ba2c371869b3ca39a57a558f9f988ada
3950323,D11.6206,2,282894,2024-03-22 07:42:48.000,ba2c371869b3ca39a57a558f9f988ada
3950138,D11.6205,2,282893,2024-03-22 07:42:43.000,ba2c371869b3ca39a57a558f9f988ada
3949544,D11.6203,2,282883,2024-03-22 07:42:38.000,ba2c371869b3ca39a57a558f9f988ada
3947834,D11.6202,2,282910,2024-03-22 07:42:32.000,ba2c371869b3ca39a57a558f9f988ada
3946413,D11.6201,2,282890,2024-03-22 07:42:26.000,ba2c371869b3ca39a57a558f9f988ada
4003465,B11.7709,1,276831,2024-03-21 22:57:15.000,74182f038f974c87baa8c907ffb87b0d
4003464,B11.7601,1,276755,2024-03-21 22:56:10.000,74182f038f974c87baa8c907ffb87b0d
4003463,B11.7603,1,276790,2024-03-21 22:55:33.000,74182f038f974c87baa8c907ffb87b0d
4003462,U201701,1,276186,2024-03-21 22:54:49.000,74182f038f974c87baa8c907ffb87b0d
4003461,B11.7602,1,276776,2024-03-21 22:54:21.000,74182f038f974c87baa8c907ffb87b0d
4003453,U201701,2,275723,2024-03-21 22:54:09.000,74182f038f974c87baa8c907ffb87b0d
4003459,B11.7702,2,276799,2024-03-21 22:52:55.000,74182f038f974c87baa8c907ffb87b0d
4003458,B11.7703,2,276809,2024-03-21 22:52:53.000,74182f038f974c87baa8c907ffb87b0d
4003457,B11.7513,2,276742,2024-03-21 22:52:52.000,74182f038f974c87baa8c907ffb87b0d
4003456,B11.7511,2,276740,2024-03-21 22:52:51.000,74182f038f974c87baa8c907ffb87b0d
4003460,N2017054,2,281185,2024-03-21 22:32:42.000,74182f038f974c87baa8c907ffb87b0d
4003460,N2017054,1,281185,2024-03-21 22:32:33.000,74182f038f974c87baa8c907ffb87b0d
4003459,B11.7702,1,276799,2024-03-21 22:29:22.000,74182f038f974c87baa8c907ffb87b0d
4003458,B11.7703,1,276809,2024-03-21 22:28:48.000,74182f038f974c87baa8c907ffb87b0d
4003457,B11.7513,1,276742,2024-03-21 22:27:41.000,74182f038f974c87baa8c907ffb87b0d
4003456,B11.7511,1,276740,2024-03-21 22:27:17.000,74182f038f974c87baa8c907ffb87b0d
4003455,B11.7404,1,276661,2024-03-21 22:23:13.000,74182f038f974c87baa8c907ffb87b0d
4003454,B11.7403,2,276643,2024-03-21 22:22:05.000,74182f038f974c87baa8c907ffb87b0d
4003454,B11.7403,1,276643,2024-03-21 22:22:00.000,74182f038f974c87baa8c907ffb87b0d
4003453,U201701,1,275723,2024-03-21 22:18:02.000,74182f038f974c87baa8c907ffb87b0d
4003452,C12.02207,2,283248,2024-03-21 22:16:48.000,74182f038f974c87baa8c907ffb87b0d
4003439,U201701,2,275723,2024-03-21 22:16:46.000,74182f038f974c87baa8c907ffb87b0d
4003428,B11.7502,2,276723,2024-03-21 22:16:41.000,74182f038f974c87baa8c907ffb87b0d
4003424,B11.7703,2,276809,2024-03-21 22:16:40.000,74182f038f974c87baa8c907ffb87b0d
4003423,B11.7702,2,276805,2024-03-21 22:16:35.000,74182f038f974c87baa8c907ffb87b0d
4003451,B11.7603,2,276790,2024-03-21 21:22:41.000,74182f038f974c87baa8c907ffb87b0d
4003449,B11.7403,2,276643,2024-03-21 21:21:28.000,74182f038f974c87baa8c907ffb87b0d
4003452,C12.02207,1,283248,2024-03-21 15:43:58.000,74182f038f974c87baa8c907ffb87b0d
4003451,B11.7603,1,276790,2024-03-21 15:42:24.000,74182f038f974c87baa8c907ffb87b0d
4003450,B11.7405,2,276679,2024-03-21 15:38:58.000,74182f038f974c87baa8c907ffb87b0d
4003450,B11.7405,1,276679,2024-03-21 15:26:01.000,74182f038f974c87baa8c907ffb87b0d
4003449,B11.7403,1,276643,2024-03-21 15:24:16.000,74182f038f974c87baa8c907ffb87b0d
4003448,B11.7501,1,276720,2024-03-21 15:22:53.000,6dfc46c32a38540004d23e48259ca7cf
4003447,B11.7407,1,283538,2024-03-21 15:21:52.000,6dfc46c32a38540004d23e48259ca7cf
4003446,B11.7405,1,283530,2024-03-21 15:21:26.000,6dfc46c32a38540004d23e48259ca7cf
4003445,B11.7406,1,283533,2024-03-21 15:21:03.000,6dfc46c32a38540004d23e48259ca7cf
4003444,B11.7404,1,283534,2024-03-21 15:20:37.000,6dfc46c32a38540004d23e48259ca7cf
4003443,B11.7403,1,283537,2024-03-21 15:20:14.000,6dfc46c32a38540004d23e48259ca7cf
4003442,B11.7402,1,283532,2024-03-21 15:19:25.000,6dfc46c32a38540004d23e48259ca7cf
4003441,B11.7401,1,283531,2024-03-21 15:18:14.000,6dfc46c32a38540004d23e48259ca7cf
4003440,B11.7203,2,276539,2024-03-21 15:15:27.000,74182f038f974c87baa8c907ffb87b0d
4003427,B11.7204,2,276555,2024-03-21 15:14:53.000,74182f038f974c87baa8c907ffb87b0d
4003425,B11.7403,2,276643,2024-03-21 15:12:19.000,74182f038f974c87baa8c907ffb87b0d
4003440,B11.7203,1,276539,2024-03-21 15:11:41.000,74182f038f974c87baa8c907ffb87b0d
3892285,B11.7206,3,276585,2024-03-21 15:09:08.000,883115852315ed7443ec67237b54f563
4003439,U201701,1,275723,2024-03-21 15:00:49.000,74182f038f974c87baa8c907ffb87b0d
4003438,A11.64716,1,275652,2024-03-21 14:53:32.000,586c4412aa1d103c4f3f8c7689ddb08e
3934593,A11.64716,2,275649,2024-03-21 14:53:09.000,586c4412aa1d103c4f3f8c7689ddb08e
4003437,U201701,1,276183,2024-03-21 14:03:17.000,65197c46c4862905a666ecc84d64da79
4003436,AF201702,1,276155,2024-03-21 14:02:21.000,65197c46c4862905a666ecc84d64da79
4003435,A14.27408,1,277061,2024-03-21 14:01:34.000,65197c46c4862905a666ecc84d64da79
4003434,A14.27407,1,276049,2024-03-21 14:01:22.000,65197c46c4862905a666ecc84d64da79
4003433,A14.27206,1,275976,2024-03-21 14:01:08.000,65197c46c4862905a666ecc84d64da79
4003432,A14.27205,1,275967,2024-03-21 14:00:48.000,65197c46c4862905a666ecc84d64da79
4003431,A14.27204,1,275958,2024-03-21 14:00:31.000,65197c46c4862905a666ecc84d64da79
4003430,A14.27203,1,275948,2024-03-21 14:00:13.000,65197c46c4862905a666ecc84d64da79
4003429,A14.27201,1,275928,2024-03-21 13:59:50.000,65197c46c4862905a666ecc84d64da79
4003428,B11.7502,1,276723,2024-03-21 13:53:03.000,74182f038f974c87baa8c907ffb87b0d
4003427,B11.7204,1,276555,2024-03-21 13:48:38.000,74182f038f974c87baa8c907ffb87b0d
4003426,B11.7206,1,276582,2024-03-21 13:37:44.000,f5782d3af1bf79fb1f144216fc0dc92d
3892269,B11.7206,2,276579,2024-03-21 13:36:18.000,f5782d3af1bf79fb1f144216fc0dc92d
4003425,B11.7403,1,276643,2024-03-21 13:28:42.000,74182f038f974c87baa8c907ffb87b0d
4003424,B11.7703,1,276809,2024-03-21 13:27:56.000,74182f038f974c87baa8c907ffb87b0d
4003423,B11.7702,1,276805,2024-03-21 13:25:57.000,74182f038f974c87baa8c907ffb87b0d
3939885,A11.64711,3,275639,2024-03-21 11:51:29.000,1d7bb732a6bbbde58d996d6094fecc35
4003422,A11.64712,1,275647,2024-03-21 11:50:58.000,1d7bb732a6bbbde58d996d6094fecc35
3943027,A11.64710,2,275632,2024-03-21 11:50:35.000,1d7bb732a6bbbde58d996d6094fecc35
3970807,A15.21401,3,276259,2024-03-21 11:25:05.000,fd9447130dfc2b818a6a5e1ed3162834
3970807,A15.21401,3,276265,2024-03-21 11:22:55.000,fd9447130dfc2b818a6a5e1ed3162834
4001610,A12.66622,3,277426,2024-03-21 10:57:41.000,c1d738579f62a57f1ef83d7ea3a13a6e
4003421,A22.63418,1,276485,2024-03-21 10:57:09.000,73570417ebc552e784fcdf341bea5832
4003420,N201707,1,281193,2024-03-21 10:56:42.000,73570417ebc552e784fcdf341bea5832
4003419,A22.63419,1,276487,2024-03-21 10:56:14.000,73570417ebc552e784fcdf341bea5832
4003418,A22.63421,1,276491,2024-03-21 10:55:53.000,73570417ebc552e784fcdf341bea5832
4003417,A11.64202,1,275273,2024-03-21 10:55:49.000,c55738076e8d8bb34d6932d34ba14c30
4003412,A22.63421,2,276492,2024-03-21 10:55:41.000,73570417ebc552e784fcdf341bea5832
4003416,A11.64403,1,275428,2024-03-21 10:55:35.000,c55738076e8d8bb34d6932d34ba14c30
4003415,A22.63420,1,276489,2024-03-21 10:55:30.000,73570417ebc552e784fcdf341bea5832
3943565,A11.64403,2,275410,2024-03-21 10:55:16.000,c55738076e8d8bb34d6932d34ba14c30
3941583,A11.64202,2,275282,2024-03-21 10:55:09.000,c55738076e8d8bb34d6932d34ba14c30
4003414,AF201702,1,276363,2024-03-21 10:54:14.000,73570417ebc552e784fcdf341bea5832
4003413,A22.63417,1,276483,2024-03-21 10:53:42.000,73570417ebc552e784fcdf341bea5832
4003412,A22.63421,1,276492,2024-03-21 10:53:29.000,73570417ebc552e784fcdf341bea5832
4003410,N201707,2,277121,2024-03-21 10:53:00.000,73570417ebc552e784fcdf341bea5832
4003411,AF201703,1,276495,2024-03-21 10:52:42.000,73570417ebc552e784fcdf341bea5832
4003410,N201707,1,277121,2024-03-21 10:52:06.000,73570417ebc552e784fcdf341bea5832
4003409,A15.21601,1,276313,2024-03-21 10:51:45.000,dcb75cf2b0be1ca5bf53588ae2069ab7
4003408,A11.64403,1,275428,2024-03-21 10:51:41.000,6cc4af309ea584623ea2eb7a7adca441
3943103,A11.64403,2,275410,2024-03-21 10:51:22.000,6cc4af309ea584623ea2eb7a7adca441
3964113,A15.21602,2,276314,2024-03-21 10:51:12.000,dcb75cf2b0be1ca5bf53588ae2069ab7
4003407,A11.64602,1,275562,2024-03-21 09:07:12.000,d08a846f084992a052736f716a77917a
3940890,A11.64602,2,275558,2024-03-21 09:06:43.000,d08a846f084992a052736f716a77917a
4003406,A11.64803,1,275655,2024-03-21 06:38:30.000,ad0d4a5740d682998493828eb64ff3b4
4003405,A11.64704,1,275615,2024-03-21 06:38:21.000,ad0d4a5740d682998493828eb64ff3b4
4003404,A11.64703,1,275614,2024-03-21 06:38:08.000,ad0d4a5740d682998493828eb64ff3b4
4003403,A11.64404,1,275451,2024-03-21 06:37:51.000,ad0d4a5740d682998493828eb64ff3b4
4003402,A11.64602,1,275553,2024-03-21 06:37:35.000,ad0d4a5740d682998493828eb64ff3b4
4003401,A11.64406,1,275499,2024-03-21 06:36:54.000,ad0d4a5740d682998493828eb64ff3b4
4003400,A11.64204,1,275315,2024-03-21 06:36:28.000,ad0d4a5740d682998493828eb64ff3b4
4003399,A11.64405,1,275467,2024-03-21 06:35:40.000,ad0d4a5740d682998493828eb64ff3b4
4003398,A11.64601,1,275545,2024-03-21 06:35:17.000,ad0d4a5740d682998493828eb64ff3b4
4003397,N201707,1,281196,2024-03-20 16:14:45.000,75f4e27f5c448fca92c0f1e9b3231f91
4003396,F14.27604,1,277116,2024-03-20 16:13:55.000,75f4e27f5c448fca92c0f1e9b3231f91
4003395,F14.27602,1,277114,2024-03-20 16:13:36.000,75f4e27f5c448fca92c0f1e9b3231f91
4003394,F14.27406,1,277112,2024-03-20 16:13:02.000,75f4e27f5c448fca92c0f1e9b3231f91
4003393,F14.27405,1,277110,2024-03-20 16:12:41.000,75f4e27f5c448fca92c0f1e9b3231f91
4003392,F14.27404,1,277108,2024-03-20 16:12:16.000,75f4e27f5c448fca92c0f1e9b3231f91
4003391,F14.27403,1,277106,2024-03-20 16:11:54.000,75f4e27f5c448fca92c0f1e9b3231f91
4003390,F14.27402,1,277104,2024-03-20 16:11:35.000,75f4e27f5c448fca92c0f1e9b3231f91
4003389,F14.27401,1,277102,2024-03-20 16:11:18.000,75f4e27f5c448fca92c0f1e9b3231f91
4003388,A11.64406,1,275480,2024-03-20 15:59:41.000,46d74f8b56f18473d886b5441fa4333f
3941969,A11.64406,2,275500,2024-03-20 15:59:29.000,46d74f8b56f18473d886b5441fa4333f
4003387,N201707,1,277194,2024-03-20 15:52:53.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003386,U201701,1,277193,2024-03-20 15:52:08.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003385,N201701,1,277192,2024-03-20 15:51:20.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003384,F11.54609,1,277418,2024-03-20 15:50:23.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003383,F11.54607,1,277419,2024-03-20 15:49:50.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003382,F11.54606,1,277195,2024-03-20 15:49:40.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003381,F11.54603,1,277420,2024-03-20 15:49:17.000,f49349a86f759f79e7eab2fd7ef4f7f0
4003380,F11.54201,1,277190,2024-03-20 15:48:35.000,f49349a86f759f79e7eab2fd7ef4f7f0
3987603,N2017051,3,276991,2024-03-20 15:38:19.000,75720c70f2a381790d5a2d216f37c5bf
4003379,B11.7714,1,276837,2024-03-20 14:32:08.000,d4431ee6573af8fc382c039b71eff691
4003378,F14.27601,1,277117,2024-03-20 14:32:06.000,42cc900162bc8c025669913be6faa7bf
4003377,N201707,1,277121,2024-03-20 14:30:59.000,42cc900162bc8c025669913be6faa7bf
4003376,N201701,1,275900,2024-03-20 14:29:07.000,42cc900162bc8c025669913be6faa7bf
4003375,F14.27603,1,277444,2024-03-20 14:28:11.000,42cc900162bc8c025669913be6faa7bf
4003374,F14.27610,1,277128,2024-03-20 14:27:43.000,42cc900162bc8c025669913be6faa7bf
3999252,A11.64405,3,275471,2024-03-20 14:14:31.000,73d4077b917e863b54e45c04c3edee2d
4003373,AF201702,1,276363,2024-03-20 13:43:53.000,df8115b49273129e512f526aae8cfc95
4003372,U201701,1,275725,2024-03-20 13:43:09.000,df8115b49273129e512f526aae8cfc95
4003371,A15.29201,1,276354,2024-03-20 13:41:25.000,df8115b49273129e512f526aae8cfc95
4003370,A15.21304,1,276256,2024-03-20 13:40:44.000,df8115b49273129e512f526aae8cfc95
4003369,A15.21205,1,276247,2024-03-20 13:40:09.000,df8115b49273129e512f526aae8cfc95
4003368,A15.21204,1,276238,2024-03-20 13:39:38.000,df8115b49273129e512f526aae8cfc95
4003367,A15.21203,1,276229,2024-03-20 13:38:57.000,df8115b49273129e512f526aae8cfc95
4003366,A15.21202,1,276220,2024-03-20 13:38:30.000,df8115b49273129e512f526aae8cfc95
4003365,A15.21201,1,276211,2024-03-20 13:37:52.000,df8115b49273129e512f526aae8cfc95
4003364,P31310101,1,283374,2024-03-20 13:23:37.000,9cedca10a0b1389e9476f5c6a56d3e03
4003363,P31310202,1,283371,2024-03-20 13:23:19.000,9cedca10a0b1389e9476f5c6a56d3e03
4003362,P31310102,1,283370,2024-03-20 13:22:46.000,9cedca10a0b1389e9476f5c6a56d3e03
4003361,A12.76204,1,275881,2024-03-20 13:21:07.000,99252caba7044a5303d9c3c265c8c577
4003358,A12.76204,2,275880,2024-03-20 13:19:58.000,99252caba7044a5303d9c3c265c8c577
4003360,A12.66604,1,275797,2024-03-20 13:19:50.000,99252caba7044a5303d9c3c265c8c577
4003359,C12.02303,1,277356,2024-03-20 13:19:12.000,7ec09fa7cd8728b8b76c161a2ab65c48
4003358,A12.76204,1,275880,2024-03-20 13:18:47.000,99252caba7044a5303d9c3c265c8c577
4003357,C12.02302,1,277363,2024-03-20 13:18:16.000,7ec09fa7cd8728b8b76c161a2ab65c48
4003356,C12.40222,1,277324,2024-03-20 13:17:14.000,7ec09fa7cd8728b8b76c161a2ab65c48
4003355,A12.66621,1,275821,2024-03-20 13:17:00.000,99252caba7044a5303d9c3c265c8c577
4003353,A12.66403,1,275760,2024-03-20 13:16:06.000,99252caba7044a5303d9c3c265c8c577
4003354,C12.14304,1,277322,2024-03-20 13:16:06.000,7ec09fa7cd8728b8b76c161a2ab65c48
4003352,C12.02311,1,277339,2024-03-20 13:15:40.000,7ec09fa7cd8728b8b76c161a2ab65c48
4003351,N201702,1,275685,2024-03-20 13:15:11.000,7ec09fa7cd8728b8b76c161a2ab65c48
4003350,A12.66401,1,275751,2024-03-20 13:14:46.000,99252caba7044a5303d9c3c265c8c577
4003349,EF201806,1,280775,2024-03-20 12:46:57.000,90e633b67ef4ce83689c1e652fb73d08
4003348,E126801,1,280778,2024-03-20 12:46:14.000,90e633b67ef4ce83689c1e652fb73d08
4003347,E125802,1,283288,2024-03-20 12:45:59.000,90e633b67ef4ce83689c1e652fb73d08
4003346,E126802,1,280781,2024-03-20 12:45:28.000,90e633b67ef4ce83689c1e652fb73d08
4002444,B11.7702,3,276801,2024-03-20 12:31:02.000,d14e7067013792b2878df9cf4de775d0
3999081,A15.21606,2,276318,2024-03-20 12:22:35.000,a6c2257c3ff887bd1c7e1861e84d5945
4003345,B11.7602,1,283549,2024-03-20 12:22:18.000,a6c2257c3ff887bd1c7e1861e84d5945
4003344,E126407,1,280769,2024-03-20 12:06:55.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003338,E126407,2,280774,2024-03-20 12:06:37.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003343,E126606,1,280695,2024-03-20 12:04:31.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003338,E126407,3,280774,2024-03-20 12:03:12.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003342,E126406,1,280738,2024-03-20 12:02:37.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003341,E126405,1,280724,2024-03-20 12:02:19.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003340,E126404,1,280811,2024-03-20 12:02:04.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003339,E126402,1,280675,2024-03-20 12:01:39.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003338,E126407,1,280769,2024-03-20 12:01:23.000,1f19cb6572b3ee27fe51684e03c7eb2a
4003337,A11.64404,1,275451,2024-03-20 12:01:02.000,1ceead5222b94856b5c6d66d1580f2b8
4003336,E126401,1,280814,2024-03-20 12:00:49.000,1f19cb6572b3ee27fe51684e03c7eb2a
3940842,A11.64404,2,275440,2024-03-20 12:00:31.000,1ceead5222b94856b5c6d66d1580f2b8
4003335,P3214101,1,283391,2024-03-20 11:34:11.000,cb9f6aff1a0e1ba4532152fc6c1b4764
4003334,P3213101,1,283252,2024-03-20 11:33:49.000,cb9f6aff1a0e1ba4532152fc6c1b4764
4003333,P32005,1,283257,2024-03-20 11:33:12.000,cb9f6aff1a0e1ba4532152fc6c1b4764
4003332,A11.64406,1,275493,2024-03-20 11:29:51.000,ad28440c7df817e32bf2624458ebb6ab
3941743,A11.64406,2,275496,2024-03-20 11:29:37.000,ad28440c7df817e32bf2624458ebb6ab
4003331,A11.64406,1,275493,2024-03-20 11:28:56.000,5ac1847fdede73e874f86710c55dd646
3941835,A11.64406,2,275496,2024-03-20 11:28:41.000,5ac1847fdede73e874f86710c55dd646
3931628,B11.7403,3,276650,2024-03-20 11:28:07.000,b6255f23a49066e925c05379eace53c9
3995607,N2017051,3,283290,2024-03-20 11:25:29.000,834fc628e03b66f2bc70690e41150713
4003330,A11.64706,1,275620,2024-03-20 11:12:14.000,097fcaa1ef29a961b39a4637f6863a5a
4003329,A11.64803,1,275655,2024-03-20 11:11:03.000,097fcaa1ef29a961b39a4637f6863a5a
4003328,A11.64701,1,275589,2024-03-20 11:10:03.000,097fcaa1ef29a961b39a4637f6863a5a
3941059,A11.64602,3,275562,2024-03-20 11:09:38.000,47c1d430fe04bf1a7ab1e62d0a955259
4003327,A11.64704,1,275615,2024-03-20 11:09:24.000,097fcaa1ef29a961b39a4637f6863a5a
4003326,A11.64602,1,275562,2024-03-20 11:08:54.000,097fcaa1ef29a961b39a4637f6863a5a
4003325,A11.64704,1,275615,2024-03-20 11:07:55.000,83b4176afb5d4dfd18b8499827307702
4003324,A11.64401,1,275381,2024-03-20 11:07:48.000,097fcaa1ef29a961b39a4637f6863a5a
4003323,A11.64803,1,275655,2024-03-20 11:07:34.000,83b4176afb5d4dfd18b8499827307702
3998999,B11.7513,2,276742,2024-03-20 10:42:30.000,d4431ee6573af8fc382c039b71eff691
4003322,A15.21204,1,276236,2024-03-20 10:32:55.000,7078c47415e470463c6282d2f524a6f4
4003321,A15.21304,1,276252,2024-03-20 10:32:06.000,7078c47415e470463c6282d2f524a6f4
4003320,A15.19802,1,276204,2024-03-20 10:31:07.000,7078c47415e470463c6282d2f524a6f4
4003319,A15.19710,1,276202,2024-03-20 10:30:53.000,7078c47415e470463c6282d2f524a6f4
4003318,A15.19516,1,276197,2024-03-20 10:30:36.000,7078c47415e470463c6282d2f524a6f4
4003317,A15.29705,1,283291,2024-03-20 10:30:08.000,7078c47415e470463c6282d2f524a6f4
4002516,EF201803,3,280648,2024-03-20 10:26:27.000,09678dc20829a45f70ddee63a1bff68e
4002487,EF201803,3,280648,2024-03-20 10:26:26.000,d6f4f76029a6a6fa2fe1d4d2c8d73645
4003316,U201701,1,275727,2024-03-20 09:40:44.000,b19f8fb05b81e64ec5695dd4208946e1
4003315,N201707,1,281196,2024-03-20 09:40:12.000,b19f8fb05b81e64ec5695dd4208946e1
4003314,A11.64205,1,275336,2024-03-20 09:39:28.000,b19f8fb05b81e64ec5695dd4208946e1
4003313,A11.64204,1,275316,2024-03-20 09:39:05.000,b19f8fb05b81e64ec5695dd4208946e1
4003312,A11.64203,1,275296,2024-03-20 09:38:42.000,b19f8fb05b81e64ec5695dd4208946e1
4003311,A11.64202,1,275276,2024-03-20 09:38:04.000,b19f8fb05b81e64ec5695dd4208946e1
4003310,A11.64201,1,275243,2024-03-20 09:37:23.000,b19f8fb05b81e64ec5695dd4208946e1
3940230,A11.64402,3,275398,2024-03-20 09:30:34.000,1ceead5222b94856b5c6d66d1580f2b8
3889386,N201702,3,276978,2024-03-20 09:16:40.000,d62aa7abb2c0d24dece29305bbd48226
3889392,B12.6207,3,276878,2024-03-20 09:15:58.000,d62aa7abb2c0d24dece29305bbd48226
3889390,B12.6206,3,276872,2024-03-20 09:15:39.000,d62aa7abb2c0d24dece29305bbd48226
3889389,B12.6205,3,276868,2024-03-20 09:15:17.000,d62aa7abb2c0d24dece29305bbd48226
3889393,B12.6204,3,276863,2024-03-20 09:14:57.000,d62aa7abb2c0d24dece29305bbd48226
3889388,B12.6203,3,276856,2024-03-20 09:14:40.000,d62aa7abb2c0d24dece29305bbd48226
3889385,B12.6201,3,276845,2024-03-20 09:13:03.000,d62aa7abb2c0d24dece29305bbd48226
4003309,A12.66403,1,275765,2024-03-19 17:46:04.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003303,A12.66403,2,275765,2024-03-19 17:45:31.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003308,A11.64406,1,275499,2024-03-19 15:11:32.000,82933995172fec1f9d2453e89e50903d
3943385,A11.64406,2,275498,2024-03-19 15:10:17.000,82933995172fec1f9d2453e89e50903d
4003307,A11.64403,1,275417,2024-03-19 14:59:06.000,834fc8f1b96343e46294194377c07466
3941386,A11.64403,2,275410,2024-03-19 14:58:49.000,834fc8f1b96343e46294194377c07466
4003306,B12.6801,1,276959,2024-03-19 14:43:47.000,0436300404460a801e4be1bcb09506be
3975380,A12.66705,3,275850,2024-03-19 14:37:46.000,5015156aed467e85315b05933a65287a
4003305,A12.66603,1,275794,2024-03-19 14:34:33.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003304,A12.66603,2,275790,2024-03-19 14:33:43.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003304,A12.66603,1,275790,2024-03-19 14:31:26.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003303,A12.66403,1,275765,2024-03-19 14:30:10.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003302,A12.66401,1,275753,2024-03-19 14:21:39.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003301,A12.66803,1,275864,2024-03-19 14:17:53.000,26c5b61024aa50eb1be3accf4c76b876
4003300,A12.66605,1,275810,2024-03-19 14:16:09.000,10a4b1879eb29ce47dd0ac6aefc9c86f
3942721,A11.64406,3,275499,2024-03-19 14:15:41.000,df8cb9a667e1897278ce45224082aeb0
4003299,A12.66601,1,275780,2024-03-19 14:14:54.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003298,A12.66404,1,275769,2024-03-19 14:14:03.000,10a4b1879eb29ce47dd0ac6aefc9c86f
4003297,A22.53513,1,276461,2024-03-19 14:01:14.000,db1d78783d47cf78ba4e02cb726d85a9
4003296,N201707,1,281196,2024-03-19 14:01:07.000,b0e016485643ad44d5293b657d0c51aa
