nim_dinus,ta_masuk_mhs
9973b28aebb65d6c8a008c563502de5f,2024
76abe99c0ea7622c4d27ac762645ca72,2024
2184e21b5143b2dc689d92d4bc9eca63,2024
dadfeb58d1500dea26c077ab33b8835c,2024
69d600ad1aa608f481181a4f25cd3d6e,2024
a0cb72c8e0a86c8433739e7d1ca16942,2024
5d0a600ca062fc1a29c2cde1aba48a43,2024
c12b5ae859dc959bc3b2affa8405e63a,2024
a777349226d7caea1895f44cca1fd81d,2024
8c53cc3af35fada58b4719c349a0f213,2024
61cac014788f1f3c699b85170f5ade93,2024
0c78809565d54374a39941569556a29c,2024
3cd53231ea18f2ba8d55557ea58b1792,2024
408145504255de82b02fe00aef26fbb2,2024
9c91c417831304d6b14a5cfd2ee2b9bd,2024
e746d2de5bc35ee3e73495ca546ed556,2024
8aa010d24e2f952e4fd238141aea01a1,2024
e9471b3aba29ed936056b61cb2fd7054,2024
a4a1e8b7e1bde0ab1c9a95c414bd5ce0,2024
13efceba8f5d6fe3abee776cd6a6ddcd,2024
ee4388cb9c1729912e0863919c125742,2024
682536155d37b676c65714cba0c1b988,2024
7c22c327d82b68f467894f86bdd6df10,2024
311e0ac49ff4978b7656ea892de765f3,2024
6d120953aaa4b34920ad969aa0d981eb,2024
8d64b5e481e42f51d1ce2bec2891c889,2024
35c2c402ae25f51df22a21650c8b0342,2024
54f2b9a1178a6d622e148817d7ff4524,2024
05db0b79a55a14d67d217492fd735469,2024
df77800514c39f119624cec1e308493c,2024
108c50b315db613bcdf7882314912435,2024
f95678f227b28b3c539f0d8d0515e20d,2024
233e3209b6bd8ea5e5c560221bb607c0,2024
90709451d577ec1b4eca550f2084be8c,2024
3b34e62e0f148559c319be9a95993781,2024
0d33cfb71817e2dafaa71346eef0f3c7,2024
8ea8a219e621aac9cab21f4369d43b55,2024
46ab213d81a5e48c3cc94b41f24b633a,2024
1d63f8320027e63c7fbfcfbbfea8deb0,2024
20d5cd1d0d20c21698c997f909395a82,2024
2298e04728305c373588e17b42bc28fc,2024
0d9db76a198343080d70997cce6cc7a5,2024
0e1e2372ce918c19ed326c2c65673e0e,2024
48d0401e6055ce6d2e508ce58df60799,2024
558c4fb59eb048ee9e0aad65b95bbef8,2024
1a82984a10f01e6836d7a80fc03a5718,2024
688710b307426b00771b2a9bf6686f59,2024
58dcc99cdc7d162392a4c430121fca71,2024
6992d71c839bb87e818fd01a3e9a923b,2024
45c49f62240296a14fa4e0bcbcb210ca,2024
eae90811ab58cc8c3533bca3bbfc1f2c,2024
704f6b1ad89905b56a789b9969dba6f0,2024
468cb6f6ce633c056d1fce1a8d43823d,2024
47481ce8ca9fc5a6f2cbe694a4599e84,2024
ec6d7992f7248f9a039dc022a71181af,2024
7a653dd21195cbff159542b8585ff61b,2024
e0593b0727707a682c99fa2d1c2f7b81,2024
aad82501d4ae6b41612cf4cacd29e3db,2024
1f1e4660b23267b312c2a1333a77014b,2024
7b188f19086354d7000b219c774a0eaa,2024
bdad98b27f56a5713ee928ce00ea70af,2024
f4417d5bea076a463395dd3e2df3669a,2024
e7cee4f434c559b4f28d2f682fe505d1,2024
cbf024040c9ee721d61c7fde608c0265,2024
2102b7cde22af71b11cbb04b3fd3eb01,2024
3abb9408c4e32ecacbf9263f47bc0a00,2024
9a0cd9d1516b085b6b984724c20ad383,2024
eb5fe89984c0f7a1bee00009ccc2e4ea,2024
62848e0d6be935a47299a2b708fb2406,2024
efaff25742bcb4361d5b234f485da4f3,2024
3574c4df0d215f36b3035734086d8e4c,2024
82a31ba2773a6afd9bf9f908b4feb15b,2024
47d1c5f272f98f464a68e783eafad4bb,2024
37cc7f0369920207510c0012a9df5694,2024
5eb29813df9b602f1f79e45789a09244,2024
f68bb0f135d2cf54025c4ad23e727376,2024
ddc4eff5d3bed92dbc4958292d02d065,2024
5a079199da8bcbd223b1fb2fdc3afa7b,2024
216edc2a4f831d41e0561bc16c7676c5,2024
891a508c0eb1b3a300534a4de33cf255,2024
1e3eba09dc20c83fc7465a1f08bfb419,2024
5b16c445589e62bd3e54a51ac9265cdd,2024
0429860e211238bb052bf80610dbdf98,2024
764562dea61db50bf9247242111b2001,2024
e8df95d1c0fbe6a27829e9c90b2fdbc7,2024
398f4fb87d7a8321d7ccb3c158529161,2024
047ab16ecace1a156c064265036ff8f6,2024
70423f654ad5b80045bacb9b0ed5ef19,2024
5851a34b731355aa215c7eefe0e7cc4e,2024
f4215bef75c1edc6f2cedf365584d4b8,2024
3840063c6dcee5113f69401b7bc69642,2024
4918ba6384080f577afcf2f51ad12a50,2024
635e1ba7315171dfbdae6c32a214fce5,2024
b398f02fd2c5738c82940fc66a945c24,2024
b75aa2304ded334aa28df09c77eb3c5c,2024
ae6c8843af61b1ec3ed55c6efed64c97,2024
73921ff0875f3d5dd8f50fbafedd31dc,2024
6c5a1fd60b67930be0698cf5ba10a3a0,2024
d3d8e16d200efad3ba954e7c22887430,2024
c1607ad2679be0d34c002575e8be3f44,2024
3564fed511479bb7b817db9606c2dca0,2024
c5343086aa56eed7cf951c743838d56e,2024
a747571ca1f08a70efc350d6fbb8d449,2024
538d93218c26e00276b15da70ec473ba,2024
1deb2209cf9efb3ea71df4a1d6b5cdaa,2024
a21ee8b9de23ae193f9f65700ab651e3,2024
79447b736acb76b2c4f7e73c677f1c86,2024
3531fe0550624372dc52e516b5c1d6eb,2024
a183045d88fdfe1bc8fbf01f1e753b8b,2024
2bce38105fad6f2450af78de6ca10a88,2024
519a3add3e0f1be8f99c1a17ce3d1a6c,2024
d088b6ed6ce053744a10955759810c21,2024
6564bca0256ed4c33c57151a3ec7e56b,2024
6b310b6ce79abec4dc515181ff0454af,2024
562f3ed8cd48e95ddc7d044e5d564e15,2024
3a937d2f3fcc2739b1facb9f150f2a60,2024
9b99c6602820ac05445cb71f6f923a57,2024
abb1f0f31879e85b73aa81e1fe567aad,2024
90e6ff9c8c57613dc74ddd6cb7d55b91,2024
ba39a621ebf97fa550ba0d91c950f8d7,2024
3ea32312fd09394fad03918c2f54ca4b,2024
046bd2d47e920f1de62e9de40ca51868,2024
13409b6bb5393de4781d3630c946dfea,2024
b7c75e9dfd7a37c168e42372e0d1d488,2024
d84b430db727d9d0699639407af6adb0,2024
29b0c57c8dfeb09cd5196e2e3a251278,2024
c71f40393de93ce102db385c2cbc54ba,2024
54dcbd057ce07067cae1863b71eae30f,2024
a706ff63ce77ca323a1cf22d1870379f,2024
bf49ce75295903e76b8f0412ae0b8499,2024
989df1693417c9ce3d8fde185717d3ad,2024
f0912ad7effb6397f442fcc829f0ec9b,2024
b033169567a3d8140b2b32941557b517,2024
a35b37c0673d36e7f6fe27e2d2579ed4,2024
6b0c9785efa258296f99453242da7521,2024
d04c50300c56fc5f7f2e5bcf9c62fce6,2024
1af364672a189ad627fc8a76de1837ee,2024
379ac582e72a61a674d1b09def5ad71e,2024
1cc915ab5af9eff7ac3e25b71970703f,2024
cd575d2de88529afaa8d3d01c0f2a1d0,2024
609f410fd233004bff7f90f5a6532093,2024
6c92306dd8f11eb880cfa79407882846,2024
a516cc1e63f8019fa5cd20e82ff07b73,2024
5f4d43fb0fa1af0cf85f910544dc7e0c,2024
1b67c385a8cbdcd9b602beafd2684f04,2024
d4c630d85fa4a4019fc30eb289fd78a2,2024
54c1e019d460c839c2e66ecace532fa2,2024
a2d659d882a96de584e452689d724d02,2024
7c261bb871391f41c2aef3a4c4bc7f6e,2024
46ab5b1e13a48c4cea8d36a966e35e67,2024
5e54ad03a429d63dc77bae72f0eaa4b8,2024
66ad59686fc879a7d6a62d8f4bc3e971,2024
32aea8cc270979c66d7bbbc424277328,2024
a72097e25a4a7f112f54588f7abed58a,2024
8c238dd24757d6a57e968d8ed9c1f616,2024
3a79f78c4d93ca5c148f0bb0832f4fb0,2024
d2dee19a12da43ed144fb84edaa1ec54,2024
61a51288647e3f15c51a9f4e7041d5ca,2024
b642fdc3e91059a0917b81ffb9838566,2024
bef000ce53ad105f992191a5a1a874ce,2024
f864319ab6e4cb14ded42dca30ab83f9,2024
457c5e03f88707fa4b13775129d349a8,2024
bd487699929306dfb0ce6675457860ba,2024
9a00dfae9b3b024f63e68671254d299b,2024
229a2ec3f19be7345fcd88f07ff83d25,2024
5675c0b258647322e434397eb1774dce,2024
549a69db2d1d15a062ca2c55dbd2deb0,2024
8d0d01a767a192f4198aceb9e625852a,2024
fb7951ecacb00c043c90d7f8bf788895,2024
d9e6836b51561b503331a30193cacc5b,2024
