"id","ta","ijinkan","time","nim_dinus"
4730,20232,1,2024-03-08 13:40:21.000,"385ffc66c899e531c288848fe99cf5cf"
4807,20232,1,2024-03-18 14:06:41.000,dbfef1a47ee393c5e8290f4be0cab64f
4729,20232,1,2024-03-08 13:40:01.000,"9905f06b476d467de8e7bdf1e8705fbe"
4623,20232,1,2024-03-06 10:05:57.000,"4564b39e8166a17daddad19b04d84393"
4625,20232,1,2024-03-06 10:23:55.000,d364b17c90ddb2c38f9ad795650a3533
4778,20232,1,2024-03-15 09:16:04.000,"2ba7c6beb45d23aa02cb8c6b029d473d"
4514,20232,1,2024-03-04 09:52:48.000,"0c3efde43198c9051127d77e595f177e"
4839,20232,1,2024-03-22 15:04:55.000,"4ec4408b3b232f8713e8f0a33f69ea53"
4564,20232,1,2024-03-04 15:14:17.000,"7d92d544445afb98e4142ecf531331ed"
4738,20232,1,2024-03-15 13:54:32.000,f7c7d9e0f1e26c532ebc3c47c7a719ca
4591,20232,1,2024-03-05 11:35:20.000,"292c8f6c14c891c69ac3ca84bedc5068"
4593,20232,1,2024-03-05 12:58:51.000,"2a749f17eae4ae604e8fae5f56f26719"
4659,20232,1,2024-03-07 09:32:05.000,"2614675bb116026d4a9689304e293704"
4774,20232,1,2024-03-14 14:32:22.000,baa0415f1efaa6480c41ef10dfe636fa
4635,20232,1,2024-03-06 13:14:31.000,"90e745f1ea87e54ca1e83e701d9fef0e"
4534,20232,1,2024-03-04 13:11:35.000,"34d86423863134fa40f670e8718c9715"
4724,20232,1,2024-03-08 13:12:08.000,"445ea21982e38b1ef664a0a3376a683d"
4822,20232,1,2024-03-20 13:35:08.000,df8115b49273129e512f526aae8cfc95
4557,20232,1,2024-03-04 14:47:19.000,cf77e056ef54d8d311c8a8b8e8d7a384
4602,20232,1,2024-03-05 14:00:35.000,"87d9ebacad88d06fdef4a12c7c8498e9"
4589,20232,1,2024-03-05 11:26:39.000,aae49bdfda42eba1bf1841aa2cbf8914
4558,20232,1,2024-03-04 14:47:35.000,"6b0870afa4114e7042f1d21e7ae8bb85"
4615,20232,1,2024-03-06 08:38:53.000,c6653163520acfb62ffa71ad3597c08a
4777,20232,1,2024-03-14 15:50:07.000,"5c4af31c89153584339bd464643f1906"
4614,20232,1,2024-03-05 14:57:48.000,f8b7c82ed5657099fa8cd9000f02b6e4
4565,20232,1,2024-03-05 10:28:08.000,"7a86a682050d2063690e9ef6010b12b5"
4743,20232,1,2024-03-13 10:41:01.000,f24ea4cd58ac1dfb0c330968b2ea6490
4649,20232,1,2024-03-06 14:49:09.000,ece38f102bf953bd024854e907b514f1
4751,20232,1,2024-03-13 13:15:58.000,d44af838a8e91cd85d002cd3a67f597a
4619,20232,1,2024-03-05 15:40:47.000,a83e03f0be78e8a39fc81a2c78caec17
4608,20232,1,2024-03-05 14:32:26.000,e5a349aea5df3d3386fb45d72e294c49
4610,20232,1,2024-03-05 14:38:29.000,"0758c65c3c6b0acf9c2147b7bee1cd0c"
4793,20232,1,2024-03-15 14:07:09.000,e07b392f79641f75b6167cb4ad269ff9
4747,20232,1,2024-03-13 11:40:55.000,"0093de709695a8d360b7612a6f578d32"
4788,20232,1,2024-03-15 13:46:10.000,"2cd3c828e37ef7bf1bbb46a6486aea46"
4746,20232,1,2024-03-13 11:40:16.000,c9e4c929d422b8c9e2befd206bf09bbd
4609,20232,1,2024-03-05 14:38:03.000,"03ce7c0f5e1a6b7c886adf420f167eb5"
4613,20232,1,2024-03-05 14:55:22.000,e24ad6f6084eb5d91577781181163bbf
4633,20232,1,2024-03-06 14:25:39.000,a88cf25571c05ff00128a187b57541b8
4612,20232,1,2024-03-05 14:55:06.000,d15200ffb5671731c98c6706dfe5e146
4732,20232,1,2024-03-08 14:22:20.000,"8245fe08c841ed070370ebe44d505564"
4642,20232,1,2024-03-06 13:58:36.000,c54bc486627dfdf60d3088060f2c3b13
4643,20232,1,2024-03-06 13:58:53.000,a9ab039488f6c0c569878af43e2187d6
4662,20232,1,2024-03-14 13:51:01.000,c12b2b3815e20456291ce1e3bf23bedf
4787,20232,1,2024-03-15 13:36:52.000,"6f60dd8e582836b10cab7dd3de7b14b0"
4663,20232,1,2024-03-07 11:10:01.000,"4a8f378b2dde46697c1b817a64afce68"
4843,20232,1,2024-03-22 16:18:03.000,"8616147561a7801b21a8dd0de0e2eb93"
4556,20232,1,2024-03-04 14:41:49.000,abe66ccaa1fdebd8da6f7566a5043aac
4622,20232,1,2024-03-06 09:59:05.000,"541d1a7515dccb14eb2f91d64583b1d4"
4655,20232,1,2024-03-07 08:51:35.000,"703bbd3cedf29f8cdc8fab3c0a304bc7"
4802,20232,1,2024-03-18 10:42:41.000,d6d036835f6e902206a69ee58de2b46b
4654,20232,1,2024-03-07 08:31:12.000,bfaa782bc507c26937f973d27006068f
4737,20232,1,2024-03-13 11:24:31.000,cae273f04b5b6c4370bd683ecceb889e
4811,20232,1,2024-03-19 13:57:18.000,db1d78783d47cf78ba4e02cb726d85a9
4571,20232,1,2024-03-04 15:49:02.000,ed8be0614639112b358c09837047e223
4768,20232,1,2024-03-13 15:43:34.000,"23985ee0ec4daab42f251692efd0e935"
4826,20232,1,2024-03-21 10:48:51.000,"73570417ebc552e784fcdf341bea5832"
4676,20232,1,2024-03-07 15:39:52.000,a654ae99991da1ccd0ff18333086ca01
4605,20232,1,2024-03-05 14:17:04.000,e6fcbfd1b09c4a20bf63732ad908c8eb
4607,20232,1,2024-03-05 14:23:25.000,"8fd4fca81c5e97541a2e3a0977767beb"
4766,20232,1,2024-03-13 15:33:36.000,"19fc7f68d1f5b472cb4ba935fac289c8"
4808,20232,1,2024-03-19 10:18:52.000,"8a272b42a1014050d19518fbe4f64e04"
4618,20232,1,2024-03-06 15:25:51.000,eab51edda42d8873506311d6cd4a4be0
4767,20232,1,2024-03-13 15:41:16.000,"1a9b6f64312f16d60dcbe7a3f74958c6"
4595,20232,1,2024-03-05 13:05:27.000,"5d08e3d9e3386b6ace73e631ff71c275"
4784,20232,1,2024-03-15 13:19:38.000,c62b9ab611bc03dcc48e9fd267ec0f42
4741,20232,1,2024-03-08 15:31:11.000,a56247902b27d6ddb408097f7133c90f
4637,20232,1,2024-03-06 13:27:16.000,"25e4c93065eb84e44d9332ae05cdd731"
4776,20232,1,2024-03-14 15:45:26.000,f6c4e6bb3a9af8ae0a0867b5f1864d8a
4708,20232,1,2024-03-08 11:37:43.000,"3051fa0537c40af1358901fe6c40fa1f"
4563,20232,1,2024-03-04 15:07:52.000,"9b343962860e78b9f263b550966ec5a7"
4841,20232,1,2024-03-22 15:52:31.000,"806d6242fd666072c499253b76033adf"
4536,20232,1,2024-03-04 13:13:08.000,"1ae86a23c1c25e3b3b9eb5a804580d62"
4522,20232,1,2024-03-04 11:05:21.000,d6568ff7034699d8c4eaa63028b0720d
4559,20232,1,2024-03-04 14:51:57.000,edcd6c84179278fd8f3b01912ad64ff2
4680,20232,1,2024-03-08 10:23:27.000,e9da03baf6a4dc6ef8c33b37029203a0
4735,20232,1,2024-03-13 11:05:18.000,bce119ac588a4535288982d612629c32
4827,20232,1,2024-03-21 13:14:27.000,"74182f038f974c87baa8c907ffb87b0d"
4693,20232,1,2024-03-08 11:32:08.000,b2b7c05630bd1879b463248b51260919
4706,20232,1,2024-03-08 11:35:10.000,a93acfed45c75512ac812e513105efba
4700,20232,1,2024-03-08 11:33:47.000,ce999cceae6f5ab4b2b59761a73c2073
4698,20232,1,2024-03-08 11:33:17.000,"1c36de26f4be41594a3a4d415688c96f"
4728,20232,1,2024-03-08 13:20:53.000,"493ceb0b577d470a3514a0d28221719d"
4691,20232,1,2024-03-08 11:31:37.000,"08cacf1ff4ed83af7f974037f64d2f77"
4702,20232,1,2024-03-08 11:34:15.000,b943babe4141cdb7c84bbf5476f09431
4697,20232,1,2024-03-08 11:33:02.000,a70cce98c3e16c369430f4bce0984f47
4685,20232,1,2024-03-08 11:30:10.000,"1fb8676260a49d423f3bbf4261cdc34b"
4684,20232,1,2024-03-08 11:29:52.000,"4f97c444bc02615c01c17a1a2c6a2f21"
4682,20232,1,2024-03-08 11:29:16.000,a3cc3fbbda25d3d53c63d81682204982
4692,20232,1,2024-03-08 11:31:51.000,"4ad64503f62d0ed7094830cb7a1327d9"
4683,20232,1,2024-03-08 11:29:35.000,"8494e131924cab1a46d5d19c076992a5"
4756,20232,1,2024-03-13 13:41:40.000,e0b1c2b69ed5f68e7958483e58db8bed
4696,20232,1,2024-03-08 11:32:47.000,"3d2491361c6a90ad505243f2bcf618ca"
4687,20232,1,2024-03-08 11:30:42.000,"12e1144201f576612c0c3b23a25fdace"
4686,20232,1,2024-03-08 11:30:28.000,fec568696b34f938b38d25dd6da1eca9
4695,20232,1,2024-03-08 11:32:34.000,"451b0b29d351ff5e03fa3d58f6e18fb4"
4800,20232,1,2024-03-18 08:40:52.000,"86a1e6c982afd992d70ff419c98915cf"
4707,20232,1,2024-03-08 11:35:24.000,"1d2f623ddf0ff2c1ae0a8e22b34271ce"
4705,20232,1,2024-03-08 11:34:55.000,"3237792613c565e3f0cfef60a6f60767"
4704,20232,1,2024-03-08 11:34:39.000,ccce9152848c411dd3a0f293c65e07d9
4688,20232,1,2024-03-08 11:30:57.000,f4891d8edb372dafb1d38de92f008659
4690,20232,1,2024-03-08 11:31:24.000,"4d07796f9e6ca7edd375ea2b671019f5"
4699,20232,1,2024-03-08 11:33:32.000,"47bf2da1bbabd0f545e00590ae81fad6"
4694,20232,1,2024-03-08 11:32:22.000,"8f5324097589d9612e8534bc85062eb1"
4791,20232,1,2024-03-15 14:00:12.000,"4004b9aba1cea2f1427b29f7cfd4f6aa"
4701,20232,1,2024-03-08 11:34:02.000,bdcbf24bc6378afa018c7d9605b9af04
4703,20232,1,2024-03-08 11:34:28.000,f36179d812368f266dfb92928d61095f
4689,20232,1,2024-03-08 11:31:11.000,b098f139748fd4b913bac1f65b81ed96
4713,20232,1,2024-03-08 13:09:52.000,"7b15832b8ff03d1b50002df79822ddd5"
4722,20232,1,2024-03-08 13:11:49.000,"47f430d6841d7a5d0cdc57270ea30587"
4715,20232,1,2024-03-08 13:10:16.000,"2a3d6409894a68215bd6307964d2579e"
4829,20232,1,2024-03-21 15:11:11.000,"6dfc46c32a38540004d23e48259ca7cf"
4718,20232,1,2024-03-08 13:10:53.000,"65531e6cbe1bd1219d3734a9fb1a00a1"
4721,20232,1,2024-03-08 13:11:28.000,f151516280326d3a977f228a873f71de
4719,20232,1,2024-03-08 13:11:05.000,"2a01628dc813e4e0c0dcdeb71d936db0"
4716,20232,1,2024-03-08 13:10:26.000,c550615b8c968be6cadd15f308e3b43a
4720,20232,1,2024-03-08 13:11:16.000,"68b36f46e611427bf689542d6b223a73"
4717,20232,1,2024-03-08 13:10:38.000,"5d10fd6d3a24899d6cc2e171d9cb5ae6"
4710,20232,1,2024-03-08 13:08:23.000,"30c86630adf4aab2b4fcf6cb989fcc39"
4714,20232,1,2024-03-08 13:10:04.000,bdd3f37ed40b5ac185e9f4fb8a541946
4711,20232,1,2024-03-08 13:09:28.000,"2c749326690c952bcabb6af6ee1004b2"
4740,20232,1,2024-03-08 15:26:42.000,"2e870b0f91a7e57f837e3d95af2fecd6"
4725,20232,1,2024-03-08 13:13:01.000,e52b311f811126a761e9bf374eaba048
4723,20232,1,2024-03-08 13:12:07.000,"97e8679707135f0073187087fbd1a214"
4712,20232,1,2024-03-08 13:09:40.000,"71d25aabc64431e74c0e32cd79bf59f8"
4660,20232,1,2024-03-07 09:42:17.000,"3185c1fe8c30d570e6f62722614c75d5"
4733,20232,1,2024-03-08 14:28:56.000,d099cc0e24573729f47c1e39259d819b
4616,20232,1,2024-03-05 15:04:40.000,"1e36b17ee1d5300fb229a8d226bdfdde"
4580,20232,1,2024-03-05 09:33:41.000,"8b27146d43b2ed06568c81f1eb39b9c6"
4598,20232,1,2024-03-05 13:25:24.000,"156b933ee860a7ea021f453aa98313d7"
4584,20232,1,2024-03-05 11:04:50.000,"7a822b0780e3f300b230ddf37c79088c"
4801,20232,1,2024-03-18 09:31:47.000,"40d2b284de01ad1de880e62b93423588"
4668,20232,1,2024-03-07 13:29:10.000,f0a67b41ce19753443cd5016ca1da6c1
4540,20232,1,2024-03-04 13:39:32.000,eda38994a280879032031546e3a9ec2b
4669,20232,1,2024-03-07 13:29:49.000,a4354d9025266a489672b0c10ca78c0f
4709,20232,1,2024-03-08 13:02:29.000,f916f372fc8459ab98d7d2504b6a4208
4834,20232,1,2024-03-22 13:32:14.000,"9e08aeeef2a03a8d84897fac399415af"
4661,20232,1,2024-03-07 10:42:54.000,e28f0efac54619efb3c89d0b6c07ab2c
4814,20232,1,2024-03-19 14:42:23.000,"0436300404460a801e4be1bcb09506be"
4664,20232,1,2024-03-07 11:25:53.000,"1d79217b50abd25ac5fbf7ddb8a4d5ca"
4831,20232,1,2024-03-22 11:14:12.000,bea8ac43a99687f2a6227d4337f513bf
4552,20232,1,2024-03-04 14:30:11.000,e19413d563310a51f4e7f16ac6e626a6
4583,20232,1,2024-03-05 10:26:42.000,"2e7af33c0b6e72949937dce85410fa98"
4550,20232,1,2024-03-04 14:27:08.000,d6562594e77b4f1fe75ff3c820a53cc3
4549,20232,1,2024-03-04 14:26:02.000,e972c340917ffc8308eed70199b1eae2
4519,20232,1,2024-03-04 10:42:59.000,cc2dcbf03a68884082283154d87844fe
4562,20232,1,2024-03-04 15:04:40.000,"1ce9257f84d51249a7b4edc9b5bd7715"
4755,20232,1,2024-03-13 13:24:37.000,"8fe9c1282ca035181900ed80e0b002ee"
4632,20232,1,2024-03-06 11:51:35.000,abafd4b57c351ee999380f1e19992590
4516,20232,1,2024-03-04 10:09:01.000,"2f335d29af12554b124fd9fe0272783f"
4671,20232,1,2024-03-07 14:28:47.000,"49ed1e58f2f7e9a1778b19e30808ebaa"
4739,20232,1,2024-03-08 15:23:40.000,ac9adca470032aee30fab8fe5b8adf15
4679,20232,1,2024-03-08 10:13:58.000,"715d91037a8f37bd852caf3f696e016c"
4545,20232,1,2024-03-04 14:12:25.000,"103b09d7f1a6301cf87c9cd6dc439670"
4675,20232,1,2024-03-07 15:11:02.000,d4c20b12bf5e0dd29b497025c3b0dfd7
4786,20232,1,2024-03-19 11:03:30.000,ee499775793b1d9d19648b5a4656cb14
4821,20232,1,2024-03-20 13:11:16.000,"7ec09fa7cd8728b8b76c161a2ab65c48"
4842,20232,1,2024-03-22 15:53:05.000,"32772d619b0a2de3e4b03e3688984249"
4744,20232,1,2024-03-13 11:06:21.000,bfe1232e18e23babbaafbac557aee356
4727,20232,1,2024-03-08 13:18:46.000,"4fa538f363565c07d077c25f412368ae"
4779,20232,1,2024-03-15 10:47:08.000,d25ab24933d7aaf7b3c0088f058c306a
4745,20232,1,2024-03-13 11:11:43.000,"85035a6aeb263e4ed33d6f8952c476d1"
4770,20232,1,2024-03-14 11:22:18.000,"0a625d87c2d00a14ccd8e030b04d474b"
4805,20232,1,2024-03-18 13:45:59.000,"99dad3be3a28314cbd7d70562ae5da0b"
4548,20232,1,2024-03-04 14:20:39.000,bc658e77301aaaea24d2c799a58de616
4538,20232,1,2024-03-04 13:25:50.000,"5e707798ca5fb8b3efe859f0660b9b0e"
4569,20232,1,2024-03-04 15:42:18.000,"38a55b3e7dcd8259a8391762261531e6"
4792,20232,1,2024-03-15 14:05:31.000,"476c231bb7617d7535a734095afd3a34"
4551,20232,1,2024-03-04 14:29:36.000,dd7375e31d4aea8aeffa297114ef511c
4796,20232,1,2024-03-15 14:54:14.000,"39d5ab109f765748af66eb577486d4d4"
4560,20232,1,2024-03-04 14:57:28.000,"8d053ce16ed53f5ad4fb8e4d78114d68"
4520,20232,1,2024-03-04 10:41:38.000,"3ce801e332c40b23c1b4f111473d1d3b"
4577,20232,1,2024-03-04 16:26:12.000,"8495ae1b977aed7d11a9a17649346ad6"
4518,20232,1,2024-03-04 10:37:11.000,"18f0e138f43745284c3b201113f9d82d"
4803,20232,1,2024-03-18 11:30:56.000,"55e67fe72b3c514aaf94f2d3117a6c1a"
4631,20232,1,2024-03-06 11:31:02.000,"84ded7daa011d3b9f2975e9730df7450"
4517,20232,1,2024-03-04 10:19:51.000,"6f41ddf2e566f37089dd0e2f5fdbeca1"
4544,20232,1,2024-03-04 14:12:21.000,"169c65644bae36466d3447d61e2b46e4"
4665,20232,1,2024-03-07 11:30:24.000,b054ca68e83cb06d200ace36cfcd2d70
4524,20232,1,2024-03-04 11:30:01.000,"13fccb808fc74c946fad23192ef93136"
4734,20232,1,2024-03-08 14:41:57.000,"25612be61e0543e45ff4459992e8e095"
4627,20232,1,2024-03-06 10:51:21.000,c5b3da02623457afb80c281e5bb2c825
4726,20232,1,2024-03-08 13:18:41.000,f5c1821f55ededeeb724984740e863bb
4773,20232,1,2024-03-14 14:10:59.000,"0659a32b6aa102057d3dd5d650f290db"
4790,20232,1,2024-03-15 13:59:29.000,"5fd5e78c4adb5e3e66d631bb6cf1c27f"
4775,20232,1,2024-03-14 14:46:07.000,"6936162d817a4d08b528287ed6e35b6e"
4644,20232,1,2024-03-06 14:03:50.000,be7eff720747c027b563ca36c356f2f5
4819,20232,1,2024-03-20 11:57:38.000,"1f19cb6572b3ee27fe51684e03c7eb2a"
4754,20232,1,2024-03-13 13:24:29.000,d6f4f76029a6a6fa2fe1d4d2c8d73645
4753,20232,1,2024-03-13 13:24:09.000,"09678dc20829a45f70ddee63a1bff68e"
4523,20232,1,2024-03-04 11:06:45.000,"482dbb827b0119b123d84966abaf4508"
4546,20232,1,2024-03-04 14:42:28.000,"827b0eeb9df375e62755a62c8f578e97"
4760,20232,1,2024-03-13 14:30:13.000,c58fc2bafab71ba14c1a704fb438b335
4824,20232,1,2024-03-20 15:46:35.000,f49349a86f759f79e7eab2fd7ef4f7f0
4531,20232,1,2024-03-04 12:39:01.000,e1ce2fac98b10fafa6eba50b1cffa6a5
